nr,name,jahr,studierende_insg
01001,"Flensburg, Stadt",1995,56.8
01001,"Flensburg, Stadt",1996,50.7
01001,"Flensburg, Stadt",1997,49.5
01001,"Flensburg, Stadt",1998,48.8
01001,"Flensburg, Stadt",1999,52.9
01001,"Flensburg, Stadt",2000,56.9
01001,"Flensburg, Stadt",2001,64.5
01001,"Flensburg, Stadt",2002,70.7
01001,"Flensburg, Stadt",2003,76.9
01001,"Flensburg, Stadt",2004,81.6
01001,"Flensburg, Stadt",2005,85.1
01001,"Flensburg, Stadt",2006,85
01001,"Flensburg, Stadt",2007,82.4
01001,"Flensburg, Stadt",2008,82.9
01001,"Flensburg, Stadt",2009,85.3
01001,"Flensburg, Stadt",2010,87.4
01001,"Flensburg, Stadt",2011,100.8
01001,"Flensburg, Stadt",2012,104.1
01001,"Flensburg, Stadt",2013,106.3
01001,"Flensburg, Stadt",2014,108.4
01001,"Flensburg, Stadt",2015,107.5
01001,"Flensburg, Stadt",2016,107.4
01001,"Flensburg, Stadt",2017,109
01002,"Kiel, Stadt",1995,113.4
01002,"Kiel, Stadt",1996,110.7
01002,"Kiel, Stadt",1997,112.2
01002,"Kiel, Stadt",1998,110.4
01002,"Kiel, Stadt",1999,108.2
01002,"Kiel, Stadt",2000,106.4
01002,"Kiel, Stadt",2001,107.4
01002,"Kiel, Stadt",2002,109.5
01002,"Kiel, Stadt",2003,112.7
01002,"Kiel, Stadt",2004,115.8
01002,"Kiel, Stadt",2005,116.5
01002,"Kiel, Stadt",2006,117.1
01002,"Kiel, Stadt",2007,117.8
01002,"Kiel, Stadt",2008,117.7
01002,"Kiel, Stadt",2009,121.7
01002,"Kiel, Stadt",2010,125.8
01002,"Kiel, Stadt",2011,131.9
01002,"Kiel, Stadt",2012,130.3
01002,"Kiel, Stadt",2013,131.8
01002,"Kiel, Stadt",2014,134.7
01002,"Kiel, Stadt",2015,135.6
01002,"Kiel, Stadt",2016,137.8
01002,"Kiel, Stadt",2017,140.6
01003,"Lübeck, Stadt",1995,24.7
01003,"Lübeck, Stadt",1996,24.3
01003,"Lübeck, Stadt",1997,24.3
01003,"Lübeck, Stadt",1998,24
01003,"Lübeck, Stadt",1999,13.9
01003,"Lübeck, Stadt",2000,25.1
01003,"Lübeck, Stadt",2001,25.7
01003,"Lübeck, Stadt",2002,25.9
01003,"Lübeck, Stadt",2003,28.4
01003,"Lübeck, Stadt",2004,28.7
01003,"Lübeck, Stadt",2005,31.6
01003,"Lübeck, Stadt",2006,33.3
01003,"Lübeck, Stadt",2007,36
01003,"Lübeck, Stadt",2008,36.5
01003,"Lübeck, Stadt",2009,37.9
01003,"Lübeck, Stadt",2010,40.2
01003,"Lübeck, Stadt",2011,41.8
01003,"Lübeck, Stadt",2012,41.5
01003,"Lübeck, Stadt",2013,41.9
01003,"Lübeck, Stadt",2014,42.5
01003,"Lübeck, Stadt",2015,42.8
01003,"Lübeck, Stadt",2016,46.7
01003,"Lübeck, Stadt",2017,49.2
01004,"Neumünster, Stadt",1995,0
01004,"Neumünster, Stadt",1996,0
01004,"Neumünster, Stadt",1997,0
01004,"Neumünster, Stadt",1998,0
01004,"Neumünster, Stadt",1999,0
01004,"Neumünster, Stadt",2000,0
01004,"Neumünster, Stadt",2001,0
01004,"Neumünster, Stadt",2002,0
01004,"Neumünster, Stadt",2003,0
01004,"Neumünster, Stadt",2004,0
01004,"Neumünster, Stadt",2005,0
01004,"Neumünster, Stadt",2006,0
01004,"Neumünster, Stadt",2007,0
01004,"Neumünster, Stadt",2008,0
01004,"Neumünster, Stadt",2009,0
01004,"Neumünster, Stadt",2010,0
01004,"Neumünster, Stadt",2011,0
01004,"Neumünster, Stadt",2012,0
01004,"Neumünster, Stadt",2013,0
01004,"Neumünster, Stadt",2014,0
01004,"Neumünster, Stadt",2015,0
01004,"Neumünster, Stadt",2016,0
01004,"Neumünster, Stadt",2017,0
01051,Dithmarschen,1995,1.3
01051,Dithmarschen,1996,3
01051,Dithmarschen,1997,3.8
01051,Dithmarschen,1998,4.4
01051,Dithmarschen,1999,4.5
01051,Dithmarschen,2000,4.8
01051,Dithmarschen,2001,5.3
01051,Dithmarschen,2002,5.3
01051,Dithmarschen,2003,5.8
01051,Dithmarschen,2004,5.2
01051,Dithmarschen,2005,6.3
01051,Dithmarschen,2006,6.5
01051,Dithmarschen,2007,7.7
01051,Dithmarschen,2008,8
01051,Dithmarschen,2009,8.3
01051,Dithmarschen,2010,8.6
01051,Dithmarschen,2011,9
01051,Dithmarschen,2012,9.9
01051,Dithmarschen,2013,10.9
01051,Dithmarschen,2014,11.2
01051,Dithmarschen,2015,11.9
01051,Dithmarschen,2016,13.5
01051,Dithmarschen,2017,13.7
01053,Herzogtum Lauenburg,1995,0
01053,Herzogtum Lauenburg,1996,0
01053,Herzogtum Lauenburg,1997,0
01053,Herzogtum Lauenburg,1998,0
01053,Herzogtum Lauenburg,1999,0
01053,Herzogtum Lauenburg,2000,0
01053,Herzogtum Lauenburg,2001,0
01053,Herzogtum Lauenburg,2002,0
01053,Herzogtum Lauenburg,2003,0
01053,Herzogtum Lauenburg,2004,0
01053,Herzogtum Lauenburg,2005,0
01053,Herzogtum Lauenburg,2006,0
01053,Herzogtum Lauenburg,2007,0
01053,Herzogtum Lauenburg,2008,0
01053,Herzogtum Lauenburg,2009,0
01053,Herzogtum Lauenburg,2010,0
01053,Herzogtum Lauenburg,2011,0
01053,Herzogtum Lauenburg,2012,0
01053,Herzogtum Lauenburg,2013,0
01053,Herzogtum Lauenburg,2014,0
01053,Herzogtum Lauenburg,2015,0
01053,Herzogtum Lauenburg,2016,0
01053,Herzogtum Lauenburg,2017,0
01054,Nordfriesland,1995,0
01054,Nordfriesland,1996,0
01054,Nordfriesland,1997,0
01054,Nordfriesland,1998,0
01054,Nordfriesland,1999,0
01054,Nordfriesland,2000,0
01054,Nordfriesland,2001,0
01054,Nordfriesland,2002,0
01054,Nordfriesland,2003,0
01054,Nordfriesland,2004,0
01054,Nordfriesland,2005,0
01054,Nordfriesland,2006,0
01054,Nordfriesland,2007,0
01054,Nordfriesland,2008,0
01054,Nordfriesland,2009,0
01054,Nordfriesland,2010,0
01054,Nordfriesland,2011,0
01054,Nordfriesland,2012,0
01054,Nordfriesland,2013,0
01054,Nordfriesland,2014,0
01054,Nordfriesland,2015,0
01054,Nordfriesland,2016,0
01054,Nordfriesland,2017,0
01055,Ostholstein,1995,0
01055,Ostholstein,1996,0
01055,Ostholstein,1997,0
01055,Ostholstein,1998,0
01055,Ostholstein,1999,0
01055,Ostholstein,2000,0
01055,Ostholstein,2001,0
01055,Ostholstein,2002,0
01055,Ostholstein,2003,0
01055,Ostholstein,2004,0
01055,Ostholstein,2005,0
01055,Ostholstein,2006,0
01055,Ostholstein,2007,0
01055,Ostholstein,2008,0
01055,Ostholstein,2009,0
01055,Ostholstein,2010,0
01055,Ostholstein,2011,0
01055,Ostholstein,2012,0
01055,Ostholstein,2013,0
01055,Ostholstein,2014,0
01055,Ostholstein,2015,0
01055,Ostholstein,2016,0
01055,Ostholstein,2017,0
01056,Pinneberg,1995,4.9
01056,Pinneberg,1996,5.1
01056,Pinneberg,1997,5.4
01056,Pinneberg,1998,5.7
01056,Pinneberg,1999,3.5
01056,Pinneberg,2000,6.6
01056,Pinneberg,2001,6.9
01056,Pinneberg,2002,6.8
01056,Pinneberg,2003,15.4
01056,Pinneberg,2004,14.3
01056,Pinneberg,2005,14
01056,Pinneberg,2006,13.4
01056,Pinneberg,2007,11.5
01056,Pinneberg,2008,11.9
01056,Pinneberg,2009,13.1
01056,Pinneberg,2010,13.4
01056,Pinneberg,2011,14
01056,Pinneberg,2012,13.8
01056,Pinneberg,2013,13.8
01056,Pinneberg,2014,9.1
01056,Pinneberg,2015,9.8
01056,Pinneberg,2016,10.6
01056,Pinneberg,2017,11.1
01057,Plön,1995,0
01057,Plön,1996,0
01057,Plön,1997,0
01057,Plön,1998,0
01057,Plön,1999,0
01057,Plön,2000,0
01057,Plön,2001,0
01057,Plön,2002,0
01057,Plön,2003,0
01057,Plön,2004,0
01057,Plön,2005,0
01057,Plön,2006,0
01057,Plön,2007,0
01057,Plön,2008,0
01057,Plön,2009,0
01057,Plön,2010,0
01057,Plön,2011,0
01057,Plön,2012,0
01057,Plön,2013,0
01057,Plön,2014,0
01057,Plön,2015,0
01057,Plön,2016,0
01057,Plön,2017,0
01058,Rendsburg-Eckernförde,1995,25.7
01058,Rendsburg-Eckernförde,1996,23
01058,Rendsburg-Eckernförde,1997,18.1
01058,Rendsburg-Eckernförde,1998,16.3
01058,Rendsburg-Eckernförde,1999,15.5
01058,Rendsburg-Eckernförde,2000,14.5
01058,Rendsburg-Eckernförde,2001,14.1
01058,Rendsburg-Eckernförde,2002,14.4
01058,Rendsburg-Eckernförde,2003,4.2
01058,Rendsburg-Eckernförde,2004,4
01058,Rendsburg-Eckernförde,2005,3.5
01058,Rendsburg-Eckernförde,2006,3.2
01058,Rendsburg-Eckernförde,2007,2.9
01058,Rendsburg-Eckernförde,2008,2.5
01058,Rendsburg-Eckernförde,2009,2.6
01058,Rendsburg-Eckernförde,2010,2.2
01058,Rendsburg-Eckernförde,2011,2.2
01058,Rendsburg-Eckernförde,2012,2.5
01058,Rendsburg-Eckernförde,2013,2.7
01058,Rendsburg-Eckernförde,2014,2.9
01058,Rendsburg-Eckernförde,2015,2.9
01058,Rendsburg-Eckernförde,2016,3.9
01058,Rendsburg-Eckernförde,2017,4.5
01059,Schleswig-Flensburg,1995,0
01059,Schleswig-Flensburg,1996,0
01059,Schleswig-Flensburg,1997,0
01059,Schleswig-Flensburg,1998,0
01059,Schleswig-Flensburg,1999,0
01059,Schleswig-Flensburg,2000,0
01059,Schleswig-Flensburg,2001,0
01059,Schleswig-Flensburg,2002,0
01059,Schleswig-Flensburg,2003,0
01059,Schleswig-Flensburg,2004,0
01059,Schleswig-Flensburg,2005,0
01059,Schleswig-Flensburg,2006,0
01059,Schleswig-Flensburg,2007,0
01059,Schleswig-Flensburg,2008,0
01059,Schleswig-Flensburg,2009,0
01059,Schleswig-Flensburg,2010,0
01059,Schleswig-Flensburg,2011,0
01059,Schleswig-Flensburg,2012,0
01059,Schleswig-Flensburg,2013,0
01059,Schleswig-Flensburg,2014,0
01059,Schleswig-Flensburg,2015,0
01059,Schleswig-Flensburg,2016,0
01059,Schleswig-Flensburg,2017,0
01060,Segeberg,1995,0
01060,Segeberg,1996,0
01060,Segeberg,1997,0
01060,Segeberg,1998,0
01060,Segeberg,1999,0
01060,Segeberg,2000,0
01060,Segeberg,2001,0
01060,Segeberg,2002,0
01060,Segeberg,2003,0
01060,Segeberg,2004,0
01060,Segeberg,2005,0
01060,Segeberg,2006,0
01060,Segeberg,2007,0
01060,Segeberg,2008,0
01060,Segeberg,2009,0
01060,Segeberg,2010,0
01060,Segeberg,2011,0
01060,Segeberg,2012,0
01060,Segeberg,2013,0
01060,Segeberg,2014,0
01060,Segeberg,2015,0
01060,Segeberg,2016,0
01060,Segeberg,2017,0
01061,Steinburg,1995,0
01061,Steinburg,1996,0
01061,Steinburg,1997,0
01061,Steinburg,1998,0
01061,Steinburg,1999,0
01061,Steinburg,2000,0
01061,Steinburg,2001,0
01061,Steinburg,2002,0
01061,Steinburg,2003,0
01061,Steinburg,2004,0
01061,Steinburg,2005,0
01061,Steinburg,2006,0
01061,Steinburg,2007,0
01061,Steinburg,2008,0
01061,Steinburg,2009,0
01061,Steinburg,2010,0
01061,Steinburg,2011,0
01061,Steinburg,2012,0
01061,Steinburg,2013,0
01061,Steinburg,2014,0
01061,Steinburg,2015,0
01061,Steinburg,2016,0
01061,Steinburg,2017,0
01062,Stormarn,1995,0
01062,Stormarn,1996,0
01062,Stormarn,1997,0
01062,Stormarn,1998,0
01062,Stormarn,1999,0
01062,Stormarn,2000,0
01062,Stormarn,2001,0
01062,Stormarn,2002,0
01062,Stormarn,2003,0
01062,Stormarn,2004,0
01062,Stormarn,2005,0
01062,Stormarn,2006,0
01062,Stormarn,2007,0
01062,Stormarn,2008,0
01062,Stormarn,2009,0
01062,Stormarn,2010,0.7
01062,Stormarn,2011,0.6
01062,Stormarn,2012,0.6
01062,Stormarn,2013,0.6
01062,Stormarn,2014,0.6
01062,Stormarn,2015,0.6
01062,Stormarn,2016,0.6
01062,Stormarn,2017,0.6
02000,"Hamburg, Stadt",1995,40.3
02000,"Hamburg, Stadt",1996,38.1
02000,"Hamburg, Stadt",1997,38.8
02000,"Hamburg, Stadt",1998,38.3
02000,"Hamburg, Stadt",1999,38.2
02000,"Hamburg, Stadt",2000,37.4
02000,"Hamburg, Stadt",2001,38.5
02000,"Hamburg, Stadt",2002,40
02000,"Hamburg, Stadt",2003,41.1
02000,"Hamburg, Stadt",2004,40.1
02000,"Hamburg, Stadt",2005,39.9
02000,"Hamburg, Stadt",2006,40.3
02000,"Hamburg, Stadt",2007,38.9
02000,"Hamburg, Stadt",2008,40.4
02000,"Hamburg, Stadt",2009,42.5
02000,"Hamburg, Stadt",2010,44.7
02000,"Hamburg, Stadt",2011,49.4
02000,"Hamburg, Stadt",2012,52.2
02000,"Hamburg, Stadt",2013,53.5
02000,"Hamburg, Stadt",2014,54.9
02000,"Hamburg, Stadt",2015,55.1
02000,"Hamburg, Stadt",2016,56.2
02000,"Hamburg, Stadt",2017,58.9
03101,"Braunschweig, Stadt",1995,66.9
03101,"Braunschweig, Stadt",1996,64.9
03101,"Braunschweig, Stadt",1997,64.8
03101,"Braunschweig, Stadt",1998,66.7
03101,"Braunschweig, Stadt",1999,62.9
03101,"Braunschweig, Stadt",2000,63.4
03101,"Braunschweig, Stadt",2001,67.2
03101,"Braunschweig, Stadt",2002,69.1
03101,"Braunschweig, Stadt",2003,65.1
03101,"Braunschweig, Stadt",2004,64.6
03101,"Braunschweig, Stadt",2005,62
03101,"Braunschweig, Stadt",2006,58.4
03101,"Braunschweig, Stadt",2007,56.5
03101,"Braunschweig, Stadt",2008,59
03101,"Braunschweig, Stadt",2009,61.9
03101,"Braunschweig, Stadt",2010,61.3
03101,"Braunschweig, Stadt",2011,67
03101,"Braunschweig, Stadt",2012,70.7
03101,"Braunschweig, Stadt",2013,74
03101,"Braunschweig, Stadt",2014,77.9
03101,"Braunschweig, Stadt",2015,81.6
03101,"Braunschweig, Stadt",2016,84.7
03101,"Braunschweig, Stadt",2017,85.1
03102,"Salzgitter, Stadt",1995,2.1
03102,"Salzgitter, Stadt",1996,3.6
03102,"Salzgitter, Stadt",1997,4.3
03102,"Salzgitter, Stadt",1998,5.9
03102,"Salzgitter, Stadt",1999,6.4
03102,"Salzgitter, Stadt",2000,6.9
03102,"Salzgitter, Stadt",2001,7.3
03102,"Salzgitter, Stadt",2002,8.2
03102,"Salzgitter, Stadt",2003,9.5
03102,"Salzgitter, Stadt",2004,10.4
03102,"Salzgitter, Stadt",2005,10.7
03102,"Salzgitter, Stadt",2006,10.7
03102,"Salzgitter, Stadt",2007,11.7
03102,"Salzgitter, Stadt",2008,14.1
03102,"Salzgitter, Stadt",2009,16.5
03102,"Salzgitter, Stadt",2010,18.3
03102,"Salzgitter, Stadt",2011,20.8
03102,"Salzgitter, Stadt",2012,22.2
03102,"Salzgitter, Stadt",2013,23.2
03102,"Salzgitter, Stadt",2014,24.6
03102,"Salzgitter, Stadt",2015,24.9
03102,"Salzgitter, Stadt",2016,24.1
03102,"Salzgitter, Stadt",2017,23.2
03103,"Wolfsburg, Stadt",1995,2.4
03103,"Wolfsburg, Stadt",1996,5.9
03103,"Wolfsburg, Stadt",1997,7.9
03103,"Wolfsburg, Stadt",1998,10.1
03103,"Wolfsburg, Stadt",1999,11.4
03103,"Wolfsburg, Stadt",2000,12.5
03103,"Wolfsburg, Stadt",2001,14.2
03103,"Wolfsburg, Stadt",2002,15.2
03103,"Wolfsburg, Stadt",2003,16.8
03103,"Wolfsburg, Stadt",2004,17.5
03103,"Wolfsburg, Stadt",2005,17.5
03103,"Wolfsburg, Stadt",2006,17.6
03103,"Wolfsburg, Stadt",2007,17.9
03103,"Wolfsburg, Stadt",2008,19.1
03103,"Wolfsburg, Stadt",2009,20.3
03103,"Wolfsburg, Stadt",2010,22.2
03103,"Wolfsburg, Stadt",2011,24.6
03103,"Wolfsburg, Stadt",2012,24.8
03103,"Wolfsburg, Stadt",2013,25.2
03103,"Wolfsburg, Stadt",2014,26.8
03103,"Wolfsburg, Stadt",2015,27
03103,"Wolfsburg, Stadt",2016,25.9
03103,"Wolfsburg, Stadt",2017,25
03151,Gifhorn,1995,0
03151,Gifhorn,1996,0
03151,Gifhorn,1997,0
03151,Gifhorn,1998,0
03151,Gifhorn,1999,0
03151,Gifhorn,2000,0
03151,Gifhorn,2001,0
03151,Gifhorn,2002,0
03151,Gifhorn,2003,0
03151,Gifhorn,2004,0
03151,Gifhorn,2005,0
03151,Gifhorn,2006,0
03151,Gifhorn,2007,0
03151,Gifhorn,2008,0
03151,Gifhorn,2009,0
03151,Gifhorn,2010,0
03151,Gifhorn,2011,0
03151,Gifhorn,2012,0
03151,Gifhorn,2013,0
03151,Gifhorn,2014,0
03151,Gifhorn,2015,0
03151,Gifhorn,2016,0
03151,Gifhorn,2017,0
03153,Goslar,1995,19.8
03153,Goslar,1996,18
03153,Goslar,1997,17.7
03153,Goslar,1998,16.9
03153,Goslar,1999,15.7
03153,Goslar,2000,16.7
03153,Goslar,2001,17.7
03153,Goslar,2002,17.7
03153,Goslar,2003,17.7
03153,Goslar,2004,18.1
03153,Goslar,2005,19.5
03153,Goslar,2006,19.5
03153,Goslar,2007,20.3
03153,Goslar,2008,21.4
03153,Goslar,2009,22
03153,Goslar,2010,24.3
03153,Goslar,2011,28.7
03153,Goslar,2012,30.6
03153,Goslar,2013,32.9
03153,Goslar,2014,35.1
03153,Goslar,2015,35.6
03153,Goslar,2016,34.2
03153,Goslar,2017,32.2
03154,Helmstedt,1995,0
03154,Helmstedt,1996,0
03154,Helmstedt,1997,0
03154,Helmstedt,1998,0
03154,Helmstedt,1999,0
03154,Helmstedt,2000,0
03154,Helmstedt,2001,0
03154,Helmstedt,2002,0
03154,Helmstedt,2003,0
03154,Helmstedt,2004,0
03154,Helmstedt,2005,0
03154,Helmstedt,2006,0
03154,Helmstedt,2007,0
03154,Helmstedt,2008,0
03154,Helmstedt,2009,0
03154,Helmstedt,2010,0
03154,Helmstedt,2011,0
03154,Helmstedt,2012,0
03154,Helmstedt,2013,0
03154,Helmstedt,2014,0
03154,Helmstedt,2015,0
03154,Helmstedt,2016,0
03154,Helmstedt,2017,0
03155,Northeim,1995,0
03155,Northeim,1996,0
03155,Northeim,1997,0
03155,Northeim,1998,0
03155,Northeim,1999,0
03155,Northeim,2000,0
03155,Northeim,2001,0
03155,Northeim,2002,0
03155,Northeim,2003,0
03155,Northeim,2004,0
03155,Northeim,2005,0
03155,Northeim,2006,0
03155,Northeim,2007,0
03155,Northeim,2008,0
03155,Northeim,2009,0
03155,Northeim,2010,0
03155,Northeim,2011,0
03155,Northeim,2012,0
03155,Northeim,2013,0
03155,Northeim,2014,0
03155,Northeim,2015,0
03155,Northeim,2016,0
03155,Northeim,2017,0
03157,Peine,1995,0
03157,Peine,1996,0
03157,Peine,1997,0
03157,Peine,1998,0
03157,Peine,1999,0
03157,Peine,2000,0
03157,Peine,2001,0
03157,Peine,2002,0
03157,Peine,2003,0
03157,Peine,2004,0
03157,Peine,2005,0
03157,Peine,2006,0
03157,Peine,2007,0
03157,Peine,2008,0
03157,Peine,2009,0
03157,Peine,2010,0
03157,Peine,2011,0
03157,Peine,2012,0
03157,Peine,2013,0
03157,Peine,2014,0
03157,Peine,2015,0
03157,Peine,2016,0
03157,Peine,2017,0
03158,Wolfenbüttel,1995,21.7
03158,Wolfenbüttel,1996,18.2
03158,Wolfenbüttel,1997,17.6
03158,Wolfenbüttel,1998,15.6
03158,Wolfenbüttel,1999,15.4
03158,Wolfenbüttel,2000,16.4
03158,Wolfenbüttel,2001,17.7
03158,Wolfenbüttel,2002,19.2
03158,Wolfenbüttel,2003,20.9
03158,Wolfenbüttel,2004,20.7
03158,Wolfenbüttel,2005,21.3
03158,Wolfenbüttel,2006,20.6
03158,Wolfenbüttel,2007,20.8
03158,Wolfenbüttel,2008,21.5
03158,Wolfenbüttel,2009,22.6
03158,Wolfenbüttel,2010,31.8
03158,Wolfenbüttel,2011,36.8
03158,Wolfenbüttel,2012,39.7
03158,Wolfenbüttel,2013,42.8
03158,Wolfenbüttel,2014,46.2
03158,Wolfenbüttel,2015,47.4
03158,Wolfenbüttel,2016,48.5
03158,Wolfenbüttel,2017,49.3
03159,Göttingen,1995,82.3
03159,Göttingen,1996,78.3
03159,Göttingen,1997,76.8
03159,Göttingen,1998,75.4
03159,Göttingen,1999,67.8
03159,Göttingen,2000,66.7
03159,Göttingen,2001,67.9
03159,Göttingen,2002,70.1
03159,Göttingen,2003,70.2
03159,Göttingen,2004,72.3
03159,Göttingen,2005,73.9
03159,Göttingen,2006,73.2
03159,Göttingen,2007,73
03159,Göttingen,2008,75.8
03159,Göttingen,2009,77.7
03159,Göttingen,2010,80.2
03159,Göttingen,2011,87.5
03159,Göttingen,2012,90.1
03159,Göttingen,2013,92.7
03159,Göttingen,2014,99.8
03159,Göttingen,2015,104.9
03159,Göttingen,2016,107.4
03159,Göttingen,2017,108.7
03241,Region Hannover,1995,39.4
03241,Region Hannover,1996,38.9
03241,Region Hannover,1997,38.5
03241,Region Hannover,1998,38.2
03241,Region Hannover,1999,35.1
03241,Region Hannover,2000,34.6
03241,Region Hannover,2001,34.6
03241,Region Hannover,2002,34.9
03241,Region Hannover,2003,33.3
03241,Region Hannover,2004,33.2
03241,Region Hannover,2005,32.3
03241,Region Hannover,2006,30.8
03241,Region Hannover,2007,29.4
03241,Region Hannover,2008,29.7
03241,Region Hannover,2009,30.3
03241,Region Hannover,2010,30.9
03241,Region Hannover,2011,34
03241,Region Hannover,2012,35.4
03241,Region Hannover,2013,36.5
03241,Region Hannover,2014,38.7
03241,Region Hannover,2015,39.5
03241,Region Hannover,2016,40.5
03241,Region Hannover,2017,42.8
03251,Diepholz,1995,0
03251,Diepholz,1996,0
03251,Diepholz,1997,0
03251,Diepholz,1998,0
03251,Diepholz,1999,0
03251,Diepholz,2000,0
03251,Diepholz,2001,0.4
03251,Diepholz,2002,0.7
03251,Diepholz,2003,0.7
03251,Diepholz,2004,0.7
03251,Diepholz,2005,0.6
03251,Diepholz,2006,0.6
03251,Diepholz,2007,0.7
03251,Diepholz,2008,0.8
03251,Diepholz,2009,0.9
03251,Diepholz,2010,1
03251,Diepholz,2011,1
03251,Diepholz,2012,1.1
03251,Diepholz,2013,1.2
03251,Diepholz,2014,1.2
03251,Diepholz,2015,1.2
03251,Diepholz,2016,1
03251,Diepholz,2017,1.1
03252,Hameln-Pyrmont,1995,0
03252,Hameln-Pyrmont,1996,0
03252,Hameln-Pyrmont,1997,0
03252,Hameln-Pyrmont,1998,0
03252,Hameln-Pyrmont,1999,0
03252,Hameln-Pyrmont,2000,0
03252,Hameln-Pyrmont,2001,0
03252,Hameln-Pyrmont,2002,0
03252,Hameln-Pyrmont,2003,0
03252,Hameln-Pyrmont,2004,0
03252,Hameln-Pyrmont,2005,0
03252,Hameln-Pyrmont,2006,0
03252,Hameln-Pyrmont,2007,0
03252,Hameln-Pyrmont,2008,0
03252,Hameln-Pyrmont,2009,0
03252,Hameln-Pyrmont,2010,0
03252,Hameln-Pyrmont,2011,2.4
03252,Hameln-Pyrmont,2012,2.6
03252,Hameln-Pyrmont,2013,3.1
03252,Hameln-Pyrmont,2014,3.2
03252,Hameln-Pyrmont,2015,3.4
03252,Hameln-Pyrmont,2016,3.2
03252,Hameln-Pyrmont,2017,3.4
03254,Hildesheim,1995,22.5
03254,Hildesheim,1996,32.8
03254,Hildesheim,1997,33.6
03254,Hildesheim,1998,34.3
03254,Hildesheim,1999,33.5
03254,Hildesheim,2000,34.3
03254,Hildesheim,2001,36.5
03254,Hildesheim,2002,37.2
03254,Hildesheim,2003,37.8
03254,Hildesheim,2004,38.8
03254,Hildesheim,2005,37.8
03254,Hildesheim,2006,33.9
03254,Hildesheim,2007,27.1
03254,Hildesheim,2008,25.6
03254,Hildesheim,2009,27.4
03254,Hildesheim,2010,28.8
03254,Hildesheim,2011,31.3
03254,Hildesheim,2012,32.6
03254,Hildesheim,2013,34.1
03254,Hildesheim,2014,36.5
03254,Hildesheim,2015,37.9
03254,Hildesheim,2016,40.5
03254,Hildesheim,2017,41.4
03255,Holzminden,1995,9.4
03255,Holzminden,1996,9.9
03255,Holzminden,1997,10.4
03255,Holzminden,1998,10.9
03255,Holzminden,1999,10.3
03255,Holzminden,2000,10.3
03255,Holzminden,2001,10.4
03255,Holzminden,2002,10.7
03255,Holzminden,2003,11
03255,Holzminden,2004,11.2
03255,Holzminden,2005,10.9
03255,Holzminden,2006,10.1
03255,Holzminden,2007,11
03255,Holzminden,2008,12.1
03255,Holzminden,2009,13.3
03255,Holzminden,2010,13.5
03255,Holzminden,2011,14.2
03255,Holzminden,2012,14.7
03255,Holzminden,2013,15.9
03255,Holzminden,2014,17.5
03255,Holzminden,2015,18.1
03255,Holzminden,2016,18.3
03255,Holzminden,2017,18.6
03256,Nienburg (Weser),1995,7.1
03256,Nienburg (Weser),1996,7.1
03256,Nienburg (Weser),1997,6.9
03256,Nienburg (Weser),1998,6.8
03256,Nienburg (Weser),1999,6
03256,Nienburg (Weser),2000,5.8
03256,Nienburg (Weser),2001,5.2
03256,Nienburg (Weser),2002,5.1
03256,Nienburg (Weser),2003,4.9
03256,Nienburg (Weser),2004,3.8
03256,Nienburg (Weser),2005,2.7
03256,Nienburg (Weser),2006,1.7
03256,Nienburg (Weser),2007,0.7
03256,Nienburg (Weser),2008,0.1
03256,Nienburg (Weser),2009,0
03256,Nienburg (Weser),2010,0
03256,Nienburg (Weser),2011,0
03256,Nienburg (Weser),2012,0
03256,Nienburg (Weser),2013,0
03256,Nienburg (Weser),2014,0
03256,Nienburg (Weser),2015,0
03256,Nienburg (Weser),2016,0
03256,Nienburg (Weser),2017,0
03257,Schaumburg,1995,9.1
03257,Schaumburg,1996,9.6
03257,Schaumburg,1997,10
03257,Schaumburg,1998,10
03257,Schaumburg,1999,9.9
03257,Schaumburg,2000,10.4
03257,Schaumburg,2001,11
03257,Schaumburg,2002,10.9
03257,Schaumburg,2003,10.5
03257,Schaumburg,2004,10.6
03257,Schaumburg,2005,9.9
03257,Schaumburg,2006,9.8
03257,Schaumburg,2007,0
03257,Schaumburg,2008,0
03257,Schaumburg,2009,0
03257,Schaumburg,2010,0
03257,Schaumburg,2011,0
03257,Schaumburg,2012,0
03257,Schaumburg,2013,0
03257,Schaumburg,2014,0
03257,Schaumburg,2015,0
03257,Schaumburg,2016,0
03257,Schaumburg,2017,0
03351,Celle,1995,0
03351,Celle,1996,0
03351,Celle,1997,0
03351,Celle,1998,0
03351,Celle,1999,0
03351,Celle,2000,0
03351,Celle,2001,0
03351,Celle,2002,0
03351,Celle,2003,0
03351,Celle,2004,0.2
03351,Celle,2005,0.2
03351,Celle,2006,0.1
03351,Celle,2007,0.1
03351,Celle,2008,0
03351,Celle,2009,0
03351,Celle,2010,0
03351,Celle,2011,0
03351,Celle,2012,0.1
03351,Celle,2013,0
03351,Celle,2014,0.5
03351,Celle,2015,0.5
03351,Celle,2016,0.5
03351,Celle,2017,0.5
03352,Cuxhaven,1995,0
03352,Cuxhaven,1996,0
03352,Cuxhaven,1997,0
03352,Cuxhaven,1998,0
03352,Cuxhaven,1999,0
03352,Cuxhaven,2000,0
03352,Cuxhaven,2001,0
03352,Cuxhaven,2002,0
03352,Cuxhaven,2003,0
03352,Cuxhaven,2004,0
03352,Cuxhaven,2005,0
